Time, NodeID, Population, VectorPopulation, AdultCount, InfectedCount, InfectiousCount, MaleCount, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, MigrationFromCountLocal, MigrationFromCountRegional, arabiensis_AvailableHabitat, funestus_AvailableHabitat, gambiae_AvailableHabitat, arabiensis_EggCrowdingCorrection, funestus_EggCrowdingCorrection, gambiae_EggCrowdingCorrection
1354,340461476,1098,610,431,153,26,747,15000,0,0,0,0,6.77297,623.153,11.4144,0.0207175,0.0408072,0.054768
1355,340461476,1098,676,504,149,23,788,16180,0,0,0,0,2.13296,587.345,5.48104,0.0376276,0.0431547,0.0300379
1356,340461476,1098,677,512,141,24,781,16560,0,0,0,0,5.03391,592.43,8.03766,0.013331,0.0379422,0.0101501
1357,340461476,1098,666,496,143,27,780,18060,0,0,0,0,7.58736,593.958,5.31927,0.0251696,0.0371197,0.0200942
1358,340461476,1098,634,475,137,22,769,17720,0,0,0,0,0.98373,537.508,3.42635,0.0758736,0.0338631,0.0126649
1359,340461476,1098,621,467,129,25,765,17100,0,0,0,0,5.87983,560.874,3.08868,0.00491865,0.0313233,0.00951764
1360,340461476,1098,610,472,115,23,749,16060,0,0,0,0,4.95009,543.058,2.83342,0.0293991,0.0347505,0.00406406
1361,340461476,1098,600,460,119,21,734,16800,0,0,0,0,5.79781,687.081,1.33089,0.0176789,0.0354476,0.00615962
1362,340461476,1098,596,441,131,24,711,16400,0,0,0,0,0.281349,715.559,2.53482,0.0579781,0.0423601,0.00277268
1363,340461476,1098,579,428,126,25,707,15020,0,0,0,0,4.91888,426.963,8.13208,0.00100482,0.0458104,0.00506964
1364,340461476,1098,567,408,132,27,692,16180,0,0,0,0,4.26794,701.36,0.186592,0.0273271,0.0295681,0.0203302
1365,340461476,1098,637,489,125,23,772,15180,0,0,0,0,1.91619,560.407,2.57354,0.0426794,0.0443338,0.000717662
1366,340461476,1098,691,543,124,24,832,16580,0,0,0,0,4.57171,562.971,1.96856,0.0106455,0.0385955,0.00536154
1367,340461476,1098,611,456,129,26,747,18040,0,0,0,0,3.26069,559.186,3.40076,0.0571464,0.035098,0.00427947
1368,340461476,1098,683,531,124,28,828,15660,0,0,0,0,3.86358,519.466,2.84841,0.0326069,0.0321371,0.0062977
1369,340461476,1098,686,530,129,27,807,18280,0,0,0,0,5.13916,577.715,10.3768,0.0137985,0.0344017,0.0101729
1370,340461476,1098,675,511,140,24,829,19180,0,0,0,0,9.3758,564.636,7.9731,0.0513916,0.0322746,0.0370601
1371,340461476,1098,665,495,143,27,817,17240,0,0,0,0,6.4815,671.44,4.09055,0.093758,0.0298433,0.0498319
1372,340461476,1098,675,499,153,23,794,16880,0,0,0,0,8.96586,507.483,0.406509,1,0.0393576,0.0227253
1373,340461476,1098,675,506,144,25,811,16540,0,0,0,0,13.1331,572.595,7.59232,1,0.0302433,0.00406509
1374,340461476,1098,667,486,152,29,797,18980,0,0,0,0,36.0773,654.629,24.6414,1,0.0352583,0.0253077
1375,340461476,1098,761,582,146,33,863,19860,0,0,0,0,36.391,561.01,4.76782,1,0.0346731,0.246414
1376,340461476,1098,722,541,149,32,867,20960,0,0,0,0,10.3676,654.548,11.1862,0.181955,0.0289479,0.0170279
1377,340461476,1098,709,521,156,32,876,18360,0,0,0,0,17.1059,594.382,14.1177,0.103676,0.031805,0.0399508
1378,340461476,1098,772,589,147,36,952,18080,0,0,0,0,13.1595,491.085,17.1773,0.0855297,0.0329115,0.141177
1379,340461476,1098,751,558,157,36,948,17480,0,0,0,0,17.7135,584.16,24.9038,0.0657977,0.0277763,0.0858863
1380,340461476,1098,851,653,161,37,1032,22540,0,0,0,0,16.9492,527.208,2.38803,1,0.0339628,0.0889423
1381,340461476,1098,853,648,165,40,1023,22240,0,0,0,0,20.2816,536.864,8.31293,1,0.0235993,0.0119402
1382,340461476,1099,829,619,166,44,1009,20120,0,0,0,0,10.5577,551.983,14.9529,0.0405633,0.0250403,0.0277098
1383,340461476,1099,823,608,171,44,983,22500,0,0,0,0,-0.505089,525.227,7.32767,0.0527883,0.0281051,0.0534034
1384,340461476,1100,807,589,177,41,1001,22300,0,0,0,0,6.64167,515.707,7.71296,0,0.0237444,0.0407093
1385,340461476,1101,778,560,179,39,1001,21620,0,0,0,0,12.1481,489.151,12.9423,0.0664167,0.0235268,0.0275463
1386,340461476,1102,785,559,185,41,1004,21120,0,0,0,0,34.2824,568.768,42.0915,0.151851,0.023008,0.0462225
1387,340461476,1102,768,550,181,37,1000,20880,0,0,0,0,2.0179,509.56,5.35321,0.190458,0.0272921,0.420915
1388,340461476,1102,753,533,181,39,992,20580,0,0,0,0,6.37418,516.897,9.30463,0.0252237,0.0247359,0.0267661
1389,340461476,1102,746,521,188,37,977,21320,0,0,0,0,6.83189,498.434,5.14655,0.0318709,0.0256143,0.0465231
1390,340461476,1102,734,510,187,37,982,20380,0,0,0,0,13.3905,545.031,2.21168,0.022773,0.0238257,0.0514655
1391,340461476,1102,716,498,181,37,969,18680,0,0,0,0,31.7282,660.757,31.0313,0.044635,0.0276385,0.00614355
1392,340461476,1102,722,507,163,52,938,18960,0,0,0,0,18.9599,511.834,10.2888,0.176268,0.0360675,0.172396
1393,340461476,1103,748,525,167,56,955,20920,0,0,0,0,3.89786,511.183,12.6643,0.236999,0.0273416,0.0643049
1394,340461476,1103,745,516,167,62,957,20040,0,0,0,0,8.2291,495.237,8.58789,1,0.0245525,0.126643
1395,340461476,1103,824,604,162,58,1086,20460,0,0,0,0,13.8621,481.766,15.1801,0.102864,0.0250626,0.0429395
1396,340461476,1103,804,592,150,62,1080,19700,0,0,0,0,9.3025,652.654,13.1139,0.0693106,0.0238734,0.189752
1397,340461476,1103,806,595,150,61,1075,20080,0,0,0,0,15.1171,455.786,8.68566,0.0232562,0.0341346,0.0728549
1398,340461476,1104,782,576,155,51,1069,19480,0,0,0,0,10.579,495.733,22.0877,0.0302342,0.0232781,1
1399,340461476,1104,770,558,160,52,1056,18240,0,0,0,0,42.5563,538.686,45.7292,0.0278394,0.0260912,0.220877
1400,340461476,1104,886,681,147,58,1159,19420,0,0,0,0,49.1049,535.678,47.3388,0.236424,0.0301278,0.254051
1401,340461476,1104,852,652,143,57,1129,22560,0,0,0,0,19.3985,345.699,16.9984,0.163683,0.0281639,0.473388
1402,340461476,1104,864,648,162,54,1130,21460,0,0,0,0,13.6275,499.977,19.6972,0.0538848,0.0156993,0.0944354
1403,340461476,1104,833,624,142,67,1086,22740,0,0,0,0,16.1964,873.929,22.8848,0.0757083,0.0238311,0.0656573
1404,340461476,1104,806,589,149,68,1085,22900,0,0,0,0,14.4865,336.57,16.2072,0.0809818,0.0392601,0.0817315
1405,340461476,1104,704,485,162,57,979,22060,0,0,0,0,-2.50919,649.911,1.43423,0.0724323,0.0152986,0.0231531
1406,340461476,1104,712,494,164,54,968,17100,0,0,0,0,49.571,546.572,60.3011,0,0.0306273,0.00298799
1407,340461476,1104,989,771,160,58,1194,17540,0,0,0,0,32.7505,524.253,34.5006,0.137697,0.0339908,0.0913653
1408,340461476,1104,864,642,165,57,1071,26480,0,0,0,0,17.3827,321.981,14.8697,0.327505,0.0305153,0.132694
1409,340461476,1105,981,754,169,58,1197,21280,0,0,0,0,13.395,513.087,23.1056,0.173827,0.012327,0.0571911
1410,340461476,1105,950,724,171,55,1172,23920,0,0,0,0,34.4691,474.983,28.1879,0.0334876,0.024883,0.0888677
1411,340461476,1105,942,702,188,52,1154,24100,0,0,0,0,39.8315,670.621,48.1461,0.0574485,0.0207779,0.0612781
1412,340461476,1105,839,598,186,55,1058,26800,0,0,0,0,59.4754,613.226,75.4171,0.10482,0.0287081,0.133739
1413,340461476,1105,855,603,192,60,1090,23040,0,0,0,0,29.0624,510.475,33.6249,0.148688,0.0233166,0.754171
1414,340461476,1105,840,587,194,59,1085,22560,0,0,0,0,25.1223,340.791,25.0248,0.0415177,0.0232669,0.0840622
1415,340461476,1106,952,707,189,56,1153,22320,0,0,0,0,0.900482,611.61,9.77832,0.0628058,0.0155897,0.083416
1416,340461476,1106,1023,776,178,69,1253,26080,0,0,0,0,10.6727,394.255,14.1918,0.00300161,0.0281588,0.0325944
1417,340461476,1106,1010,752,183,75,1216,27420,0,0,0,0,18.5243,506.908,29.027,0.00920056,0.0162646,0.0208704
1418,340461476,1106,896,624,188,84,1111,26580,0,0,0,0,20.022,516.063,27.1356,0.0168403,0.0200043,0.0296194
1419,340461476,1106,966,695,187,84,1192,23640,0,0,0,0,58.5748,608.066,53.0832,0.0303363,0.020626,0.0301507
1420,340461476,1106,907,638,197,72,1142,25800,0,0,0,0,57.8802,560.741,61.7558,0.0770721,0.0270252,0.139693
1421,340461476,1107,918,649,195,74,1143,22660,0,0,0,0,6.89397,318.543,12.3267,0.0742053,0.0228687,0.123512
1422,340461476,1107,932,676,188,68,1185,22860,0,0,0,0,13.2407,473.138,1.60083,0.0104454,0.0149551,0.0176095
1423,340461476,1107,1029,761,208,60,1275,24560,0,0,0,0,27.7634,544.399,30.2926,0.0331018,0.0218036,0.00210636
1424,340461476,1107,1011,753,203,55,1272,24840,0,0,0,0,28.6984,505.741,29.9982,0.02833,0.0237937,0.0432752
1425,340461476,1107,884,627,200,57,1156,26720,0,0,0,0,19.4986,462.981,19.554,0.0224206,0.022027,0.0499971
1426,340461476,1107,879,623,198,58,1155,21780,0,0,0,0,39.7745,457.538,32.0827,0.0165243,0.0186988,0.0250693
1427,340461476,1107,952,708,192,52,1196,23860,0,0,0,0,16.2327,494.607,28.2586,0.0451983,0.022854,0.0364577
1428,340461476,1107,965,711,193,61,1217,26500,0,0,0,0,32.417,306.745,41.13,0.0169091,0.0218853,0.0941953
1429,340461476,1108,963,712,190,61,1194,23140,0,0,0,0,16.3938,389.883,11.1042,0.0261428,0.0128024,0.0316385
1430,340461476,1108,932,680,187,65,1174,26320,0,0,0,0,17.2403,471.214,12.6003,0.0178194,0.0183561,0.0113308
1431,340461476,1108,923,677,180,66,1201,23740,0,0,0,0,21.0506,454.406,27.7229,0.00917036,0.0205054,0.00863033
1432,340461476,1108,812,565,183,64,1078,22080,0,0,0,0,113.5,590.64,133.778,0.0164458,0.0213136,0.0243183
1433,340461476,1108,805,558,178,69,1047,19740,0,0,0,0,18.7682,493.02,31.8536,0.166912,0.0286163,0.176023
1434,340461476,1108,814,580,163,71,1041,22640,0,0,0,0,21.898,393.6,15.5533,0.0180464,0.0276357,0.0370391
1435,340461476,1109,796,574,160,62,1052,22100,0,0,0,0,79.4108,365.851,88.3453,0.0192088,0.0191254,0.0169058
1436,340461476,1109,831,624,152,55,1096,20800,0,0,0,0,25.8186,419.398,28.9095,0.0583903,0.0179691,0.232488
1437,340461476,1109,859,633,173,53,1129,23360,0,0,0,0,93.7835,528.69,103.982,0.0368837,0.0214856,0.049844
1438,340461476,1109,811,590,158,63,1084,22780,0,0,0,0,178.986,596.371,200.541,0.0976912,0.0248912,0.0896394
1439,340461476,1109,709,476,178,55,986,20980,0,0,0,0,29.5358,428.561,16.1508,0.133572,0.030242,0.116593
1440,340461476,1109,706,484,171,51,981,18020,0,0,0,0,72.82,515.91,61.6888,0.0301385,0.0227233,0.0141674
1441,340461476,1109,710,493,161,56,995,17320,0,0,0,0,63.9363,392.622,84.8181,0.107088,0.0315348,0.0629478
1442,340461476,1109,707,492,159,56,1013,19420,0,0,0,0,40.9644,537.5,44.4049,0.0841267,0.0249442,0.103437
1443,340461476,1109,684,462,165,57,994,19460,0,0,0,0,19.1997,445.47,32.2219,0.0602418,0.0301627,0.0482662
1444,340461476,1110,691,476,161,54,979,17820,0,0,0,0,8.77539,409.896,16.7505,0.0239996,0.0250545,0.0366158
1445,340461476,1110,603,402,143,58,889,17540,0,0,0,0,69.3425,506.157,66.0472,0.00843788,0.0257472,0.0194773
1446,340461476,1110,681,470,155,56,917,16120,0,0,0,0,63.7931,506.23,46.9924,0.0866781,0.031129,0.137598
1447,340461476,1110,641,449,138,54,896,18900,0,0,0,0,75.7806,537.175,98.8674,0.0590677,0.0354007,0.0635032
1448,340461476,1110,628,445,129,54,892,14860,0,0,0,0,51.9515,462.143,66.3906,0.088117,0.0317479,0.0882745
1449,340461476,1110,614,441,119,54,887,15540,0,0,0,0,110.151,487.392,118.835,0.0811742,0.0332,0.221302
1450,340461476,1110,666,497,116,53,917,16280,0,0,0,0,75.4883,584.136,89.0982,0.137689,0.0350138,0.144921
1451,340461476,1110,653,490,115,48,909,15700,0,0,0,0,63.9069,492.164,92.3411,0.157267,0.0392038,0.098998
1452,340461476,1110,637,476,118,43,891,15260,0,0,0,0,63.04,454.409,74.7112,0.110184,0.0350046,0.0871142
1453,340461476,1110,666,490,133,43,903,17760,0,0,0,0,30.1615,534.2,40.1795,0.0552983,0.0355007,0.0565994
1454,340461476,1110,798,628,128,42,1026,17480,0,0,0,0,137.476,646.897,154.751,0.0255606,0.0346883,0.0340504
1455,340461476,1110,878,706,127,45,1095,22080,0,0,0,0,31.0759,526.357,42.5288,0.120593,0.0426151,0.133406
1456,340461476,1110,851,678,129,44,1060,22120,0,0,0,0,80.0806,515.808,82.423,0.0139981,0.0297041,0.0198733
1457,340461476,1110,964,781,141,42,1191,22740,0,0,0,0,45.335,523.674,44.0389,0.0290147,0.0305212,0.0335053
1458,340461476,1110,987,780,157,50,1186,26400,0,0,0,0,69.9599,543.055,79.7333,0.0251861,0.0283373,0.017902
1459,340461476,1110,949,722,166,61,1156,25080,0,0,0,0,80.7554,634.133,83.2839,0.0241241,0.0267252,0.0250734
1460,340461476,1110,916,673,184,59,1102,24660,0,0,0,0,141.392,596.624,152.324,0.0841202,0.0307831,0.0236602
1461,340461476,1110,939,693,196,50,1118,26120,0,0,0,0,39.578,528.752,65.1978,0.0918127,0.0289062,0.061421
1462,340461476,1110,935,700,174,61,1145,24540,0,0,0,0,56.9839,534.656,61.0933,0.0247363,0.0239688,0.0265032
1463,340461476,1110,1054,814,183,57,1272,23040,0,0,0,0,282.016,722.793,311.462,0.0467081,0.0268671,0.0178635
1464,340461476,1110,1064,817,188,59,1281,28320,0,0,0,0,755.935,1120.85,799.706,0.138243,0.0405608,0.097944
1465,340461476,1110,1080,826,190,64,1322,30460,0,0,0,0,324.677,883.442,383.752,0.23922,0.0523272,0.213825
1466,340461476,1110,1081,826,201,54,1347,26340,0,0,0,0,169.233,735.422,232.926,0.12884,0.0368408,0.0969071
1467,340461476,1110,1107,833,223,51,1347,30920,0,0,0,0,165.923,549.521,170.914,0.0436169,0.0382634,0.0718907
1468,340461476,1111,978,690,237,51,1222,29240,0,0,0,0,144.338,784.024,192.153,0.0525073,0.0227075,0.0480097
1469,340461476,1112,967,679,239,49,1225,26180,0,0,0,0,312.098,917.83,372.775,0.0596436,0.0329145,0.064051
1470,340461476,1113,1032,752,230,50,1256,26840,0,0,0,0,94.9238,661.771,94.6932,0.0975305,0.0481548,0.0950957
1471,340461476,1113,918,637,234,47,1126,25060,0,0,0,0,276.857,839.665,303.952,0.0379695,0.0315129,0.0283513
1472,340461476,1113,914,633,233,48,1131,25940,0,0,0,0,96.5859,593.555,108.429,0.135714,0.0422792,0.0961875
1473,340461476,1113,933,653,227,53,1135,22960,0,0,0,0,71.1901,654.143,78.4336,0.0423623,0.0287019,0.0363856
1474,340461476,1113,918,641,223,54,1133,22600,0,0,0,0,306.289,847.309,322.766,0.0359546,0.0371672,0.0232052
1475,340461476,1113,931,681,202,48,1179,22240,0,0,0,0,69.1327,507.91,96.37,0.139222,0.0500774,0.0927487
1476,340461476,1113,809,557,191,61,1060,24440,0,0,0,0,0.415405,631.782,26.0173,0.0314239,0.029633,0.033231
1477,340461476,1113,831,597,169,65,1084,19960,0,0,0,0,298.101,912.539,355.113,0.000253296,0.0331123,0.00699391
1478,340461476,1113,872,656,162,54,1132,23020,0,0,0,0,107.656,696.207,108.285,0.162011,0.0587976,0.136582
1479,340461476,1113,766,541,170,55,1033,22660,0,0,0,0,451.322,1001.02,453.47,0.0503064,0.0380857,0.0416479
1480,340461476,1113,786,561,179,46,1028,21100,0,0,0,0,153.264,772.235,148.294,0.203298,0.0550014,0.202442
1481,340461476,1113,789,560,167,62,1020,20060,0,0,0,0,112.026,715.046,130.03,0.0613057,0.0483251,0.0566007
1482,340461476,1114,870,645,172,53,1148,20800,0,0,0,0,93.2726,643.117,87.8586,0.0651316,0.0453134,0.0507928
1483,340461476,1113,1144,911,187,46,1457,23180,0,0,0,0,80.4237,733.61,95.9155,0.0405533,0.0389768,0.0439293
1484,340461476,1113,1244,992,204,48,1591,30760,0,0,0,0,384.806,1018.51,416.451,0.0283182,0.0426518,0.0305463
1485,340461476,1113,1271,1010,209,52,1598,34520,0,0,0,0,176.159,990.689,237.622,0.0769611,0.0523387,0.0661033
1486,340461476,1113,1242,965,223,54,1589,33900,0,0,0,0,33.0691,715.515,43.6326,0.0279618,0.0472657,0.0327302
1487,340461476,1113,1254,955,243,56,1576,33200,0,0,0,0,367.286,1025.42,432.095,0.00521595,0.0331564,0.00729642
1488,340461476,1113,1361,1055,250,56,1653,34700,0,0,0,0,202.741,968.028,224.379,0.0581148,0.0521578,0.059847
1489,340461476,1113,1547,1232,244,71,1885,35480,0,0,0,0,10.5605,779.475,7.28967,0.037132,0.0449827,0.0290646
1490,340461476,1113,1457,1132,268,57,1859,41500,0,0,0,0,220.239,889.734,256.487,0.00169784,0.0359536,0.000961698
1491,340461476,1113,1401,1062,280,59,1839,38480,0,0,0,0,540.102,1301.1,598.447,0.0381036,0.030554,0.0388617
1492,340461476,1113,1594,1261,276,57,2034,37280,0,0,0,0,163.664,910.484,154.627,0.0894209,0.0513861,0.0840516
1493,340461476,1113,1505,1160,281,64,1964,43380,0,0,0,0,95.869,879.456,93.9658,0.030764,0.0341773,0.0290653
1494,340461476,1114,1591,1242,284,65,2050,38320,0,0,0,0,70.9102,742.143,73.2336,0.0180205,0.0305791,0.0101039
1495,340461476,1114,1582,1215,302,65,2025,39020,0,0,0,0,325.299,1066.57,344.554,0.0162638,0.0270263,0.0112667
1496,340461476,1114,1748,1369,315,64,2200,42740,0,0,0,0,255.027,989.723,307.919,0.0514713,0.0404617,0.0543461
1497,340461476,1114,1730,1330,332,68,2171,46120,0,0,0,0,624.065,1365.01,697.183,0.0444297,0.0335045,0.041276
1498,340461476,1114,1708,1302,339,67,2138,48580,0,0,0,0,621.605,1487.27,732.006,0.0734194,0.046683,0.0831961
1499,340461476,1114,1636,1223,351,62,2082,44940,0,0,0,0,187.257,821.179,213.618,0.0822229,0.0450961,0.0910455
1500,340461476,1114,1568,1155,330,83,2019,42420,0,0,0,0,174.693,1225.5,163.325,0.0255815,0.0274826,0.0275993
1501,340461476,1114,1684,1287,307,90,2168,40740,0,0,0,0,199.44,1084.85,222.267,0.0300159,0.0422295,0.0215469
1502,340461476,1114,1706,1302,328,76,2215,45240,0,0,0,0,88.1493,938.884,74.4993,0.0314575,0.0380381,0.0378005
1503,340461476,1115,1498,1081,318,99,1999,43300,0,0,0,0,288.446,1089.4,274.496,0.0125569,0.031317,0.00904117
1504,340461476,1116,1827,1420,321,86,2299,39340,0,0,0,0,380.845,1311.27,450.161,0.0442402,0.0357415,0.0435708
1505,340461476,1116,1844,1422,339,83,2361,47440,0,0,0,0,366.991,1424.24,395.879,0.066119,0.0467308,0.081551
1506,340461476,1115,1764,1330,340,94,2281,46180,0,0,0,0,274.175,1237.44,329.417,0.0485438,0.0434485,0.0557576
1507,340461476,1115,1800,1360,340,100,2395,47280,0,0,0,0,194.844,1138.45,194.827,0.0439383,0.037819,0.0456256
1508,340461476,1115,2026,1574,346,106,2654,46740,0,0,0,0,357.018,1080.96,354.909,0.0290812,0.0344776,0.0257707
1509,340461476,1116,2026,1573,344,109,2596,52500,0,0,0,0,371.339,1226.92,389.711,0.0572145,0.0328358,0.0468218
1510,340461476,1117,1952,1487,375,90,2530,50660,0,0,0,0,372.69,1545.64,404.1,0.0456191,0.0346783,0.0433976
1511,340461476,1117,1907,1437,389,81,2424,53000,0,0,0,0,207.289,1209.29,245.098,0.0521974,0.0444148,0.0463417
1512,340461476,1117,1680,1211,390,79,2193,49940,0,0,0,0,184.104,1165.1,230.338,0.0251564,0.0330407,0.0300366
1513,340461476,1117,1712,1245,386,81,2270,44420,0,0,0,0,198.735,949.917,195.705,0.0252891,0.0325811,0.0333823
1514,340461476,1117,2291,1831,357,103,2837,43900,0,0,0,0,231.01,1348.56,277.011,0.0287189,0.0313091,0.0273331
1515,340461476,1117,2499,2035,379,85,3103,59520,0,0,0,0,88.1157,1124.22,118.795,0.0326285,0.04353,0.0474333
1516,340461476,1117,2433,1935,409,89,3023,66060,0,0,0,0,120.817,1085.66,143.463,0.00820444,0.0306328,0.00983404
1517,340461476,1118,2120,1621,409,90,2715,62300,0,0,0,0,188.019,936.675,199.466,0.00945357,0.026085,0.0123038
1518,340461476,1118,2099,1599,403,97,2746,56880,0,0,0,0,363.792,1498.49,398.879,0.0165219,0.0241411,0.0164576
1519,340461476,1118,2081,1609,386,86,2754,51680,0,0,0,0,132.277,957.447,114.641,0.0324235,0.043637,0.0352367
1520,340461476,1118,1998,1540,380,78,2705,51740,0,0,0,0,956.06,1997.38,1039.29,0.0143468,0.0293695,0.0116269
1521,340461476,1118,1765,1308,393,64,2434,54980,0,0,0,0,169.37,1163.62,189.3,0.107422,0.0622625,0.0965882
1522,340461476,1118,2191,1724,396,71,2798,46240,0,0,0,0,133.608,1141.92,141.121,0.0162543,0.0345084,0.0174631
1523,340461476,1118,1900,1424,410,66,2526,56700,0,0,0,0,155.002,989.874,209.78,0.0149785,0.0384743,0.0184713
1524,340461476,1118,2004,1525,411,68,2635,51480,0,0,0,0,300.168,1302.02,326.854,0.0127889,0.0295661,0.0188991
1525,340461476,1118,2013,1523,417,73,2686,52220,0,0,0,0,275.676,1306.52,297.751,0.0293133,0.0387507,0.0427819
1526,340461476,1118,2021,1534,409,78,2655,53880,0,0,0,0,430.859,1466.88,473.066,0.0285971,0.040102,0.0297751
1527,340461476,1118,1758,1266,411,81,2366,51820,0,0,0,0,459.817,1542.67,498.686,0.0419124,0.0437092,0.0471181
1528,340461476,1118,1778,1290,404,84,2339,46760,0,0,0,0,288.623,1323.76,325.915,0.061309,0.0452396,0.0487951
1529,340461476,1118,1842,1359,386,97,2371,46440,0,0,0,0,200.984,1191.31,259.76,0.0337177,0.0429236,0.0442819
1530,340461476,1118,1945,1458,392,95,2455,48480,0,0,0,0,351.516,1392.47,399.13,0.0229959,0.0409385,0.0302047
1531,340461476,1118,1891,1404,398,89,2459,49260,0,0,0,0,289.219,1456.3,332.466,0.0428678,0.0426877,0.0521057
1532,340461476,1118,1851,1374,395,82,2430,50980,0,0,0,0,195.57,1268.48,209.189,0.0338664,0.0460853,0.0364546
1533,340461476,1118,1817,1359,373,85,2399,47900,0,0,0,0,597.665,1676.94,656.517,0.0248817,0.0373962,0.022738
1534,340461476,1118,1827,1382,353,92,2406,43900,0,0,0,0,339.109,1573.63,407.455,0.0861189,0.0535423,0.0681035
1535,340461476,1118,1806,1361,354,91,2342,48880,0,0,0,0,210.789,1685.89,221.655,0.0572819,0.0539284,0.0463017
1536,340461476,1118,1791,1331,368,92,2307,47720,0,0,0,0,155.465,1362.92,165.517,0.0298568,0.0500265,0.0272974
1537,340461476,1119,1767,1291,383,93,2281,49400,0,0,0,0,791.389,1939.81,836.099,0.0194332,0.0431304,0.0203839
1538,340461476,1119,1858,1379,377,102,2364,47440,0,0,0,0,448.49,1700.56,523.101,0.108113,0.05976,0.0869126
1539,340461476,1119,2320,1853,366,101,2849,47960,0,0,0,0,543.536,2048.44,600.929,0.0749984,0.0525187,0.0576103
1540,340461476,1119,2265,1788,362,115,2800,60780,0,0,0,0,71.6191,1440.95,97.9104,0.0732528,0.0628357,0.0756838
1541,340461476,1119,2188,1711,368,109,2732,57880,0,0,0,0,236.457,1515.54,234.508,0.00693984,0.0371953,0.00835413
1542,340461476,1119,2112,1619,369,124,2673,56620,0,0,0,0,386.57,1629.05,396.744,0.0261568,0.0394262,0.0225489
1543,340461476,1119,2476,1977,379,120,3053,54200,0,0,0,0,222.142,1752.35,260.38,0.0522391,0.0411792,0.0410708
1544,340461476,1120,2547,2052,373,122,3156,60760,0,0,0,0,161.957,1530.71,151.063,0.0266997,0.0478001,0.0282408
1545,340461476,1121,2660,2153,381,126,3306,67480,0,0,0,0,379.185,2009.54,398.094,0.0183624,0.0370274,0.0142513
1546,340461476,1121,2636,2105,405,126,3311,70780,0,0,0,0,90,1078.56,58.3337,0.0414863,0.0432905,0.0333972
1547,340461476,1121,2941,2367,458,116,3659,70220,0,0,0,0,1679.06,3130.25,1893.96,0.00912779,0.0223674,0.00459321
1548,340461476,1121,2917,2313,503,101,3718,79180,0,0,0,0,396.059,2002,415.177,0.150995,0.0643026,0.181762
1549,340461476,1121,3461,2828,535,98,4230,78320,0,0,0,0,589.947,2082.05,633.275,0.0276578,0.0392858,0.0298688
1550,340461476,1122,3050,2385,562,103,3838,98900,0,0,0,0,452.786,1958.75,526.429,0.0460177,0.0387719,0.0536674
1551,340461476,1122,3095,2413,567,115,3897,78100,0,0,0,0,131.366,1681.22,147.073,0.0294783,0.0300791,0.0285792
1552,340461476,1122,3106,2417,589,100,3923,77540,0,0,0,0,439.009,1535.01,455.232,0.0112471,0.0316137,0.0111083
1553,340461476,1124,3066,2364,599,103,3808,82000,0,0,0,0,559.456,2076.45,656.617,0.0415728,0.0282171,0.036187
1554,340461476,1125,3365,2660,605,100,4122,81100,0,0,0,0,245.062,1707.55,302.401,0.0414412,0.0374404,0.0503541
1555,340461476,1125,3484,2740,659,85,4228,89660,0,0,0,0,152.767,1747.54,177.296,0.0208741,0.0300096,0.0242698
1556,340461476,1125,3051,2291,670,90,3807,92060,0,0,0,0,164.747,1297.83,182.496,0.0105794,0.0289519,0.0119311
1557,340461476,1125,3178,2416,638,124,3933,79760,0,0,0,0,251.535,1739.39,254.816,0.0115531,0.0208186,0.0118044
1558,340461476,1125,3032,2250,664,118,3803,85000,0,0,0,0,332.059,1805.4,380.287,0.0198059,0.0328064,0.0181493
1559,340461476,1125,2959,2208,654,97,3760,74860,0,0,0,0,87.4502,1648.39,126.944,0.0236847,0.0321703,0.0255913
1560,340461476,1125,2610,1858,634,118,3412,79140,0,0,0,0,252.171,1831.81,277.078,0.00686422,0.0334766,0.00985589
1561,340461476,1125,2671,1946,592,133,3400,68240,0,0,0,0,135.736,1509.93,116.372,0.0218519,0.0342522,0.0196231
1562,340461476,1125,2709,2004,555,150,3416,68280,0,0,0,0,488.267,1945.27,549.407,0.0141392,0.0326543,0.00938486
1563,340461476,1125,2649,1944,554,151,3373,67860,0,0,0,0,190.694,1723.37,231.215,0.0488267,0.041924,0.0462464
1564,340461476,1125,2757,2037,542,178,3471,69480,0,0,0,0,322.202,1871.87,372.78,0.0211883,0.0366518,0.0195283
1565,340461476,1125,2604,1899,527,178,3317,71000,0,0,0,0,229.668,2143.2,264.742,0.034795,0.0381082,0.0335837
1566,340461476,1125,3257,2583,491,183,3977,67000,0,0,0,0,164.969,1634.85,183.965,0.023152,0.043936,0.0215237
1567,340461476,1125,3319,2605,532,182,4034,87020,0,0,0,0,517.433,2182.02,576.48,0.0191824,0.033556,0.0190047
1568,340461476,1125,3437,2677,565,195,4136,91080,0,0,0,0,182.525,2106.48,185.694,0.0388463,0.0384971,0.0338708
1569,340461476,1126,3768,3007,575,186,4490,89940,0,0,0,0,293.683,1840.65,288.092,0.0132264,0.035861,0.0100158
1570,340461476,1126,3712,2884,644,184,4486,105560,0,0,0,0,242.631,1830.35,250.479,0.0204515,0.0317354,0.0163875
1571,340461476,1126,3828,2969,677,182,4577,99780,0,0,0,0,367.633,2006.33,379.814,0.0137702,0.0257361,0.0148917
