Time, NodeID, Gender, AgeYears, IPKey=Risk, NumIndividuals, NumInfected
79,2,M,125, High,37,0
79,2,M,125, Low,32,0
79,2,F,40, High,1417,14
79,2,F,40, Low,639,6
79,2,F,80, High,235,1
79,2,F,80, Low,103,1
79,2,F,125, High,55,1
79,2,F,125, Low,17,0
79,1,M,40, High,388,0
79,1,M,40, Low,1619,2
79,1,M,80, High,80,0
79,1,M,80, Low,300,0
79,1,M,125, High,14,0
79,1,M,125, Low,67,0
79,1,F,40, High,440,0
79,1,F,40, Low,1621,2
79,1,F,80, High,69,0
79,1,F,80, Low,313,0
79,1,F,125, High,14,0
79,1,F,125, Low,75,0
80,2,M,40, High,1450,7
80,2,M,40, Low,630,11
80,2,M,80, High,280,0
80,2,M,80, Low,105,4
80,2,M,125, High,37,0
80,2,M,125, Low,32,0
80,2,F,40, High,1417,7
80,2,F,40, Low,638,4
80,2,F,80, High,235,1
80,2,F,80, Low,104,1
80,2,F,125, High,55,0
80,2,F,125, Low,17,0
80,1,M,40, High,388,0
80,1,M,40, Low,1619,1
80,1,M,80, High,80,0
80,1,M,80, Low,300,0
80,1,M,125, High,14,0
80,1,M,125, Low,67,0
80,1,F,40, High,440,0
80,1,F,40, Low,1621,2
80,1,F,80, High,69,0
80,1,F,80, Low,313,0
80,1,F,125, High,14,0
80,1,F,125, Low,75,0
81,2,M,40, High,1450,4
81,2,M,40, Low,630,12
81,2,M,80, High,280,0
81,2,M,80, Low,105,3
81,2,M,125, High,37,0
81,2,M,125, Low,32,0
81,2,F,40, High,1417,7
81,2,F,40, Low,638,13
81,2,F,80, High,235,2
81,2,F,80, Low,104,2
81,2,F,125, High,55,0
81,2,F,125, Low,17,0
81,1,M,40, High,388,0
81,1,M,40, Low,1619,1
81,1,M,80, High,80,0
81,1,M,80, Low,300,0
81,1,M,125, High,14,0
81,1,M,125, Low,67,0
81,1,F,40, High,440,0
81,1,F,40, Low,1621,1
81,1,F,80, High,69,0
81,1,F,80, Low,313,0
81,1,F,125, High,14,0
81,1,F,125, Low,75,0
82,2,M,40, High,1450,5
82,2,M,40, Low,630,12
82,2,M,80, High,280,0
82,2,M,80, Low,105,3
82,2,M,125, High,37,0
82,2,M,125, Low,32,0
82,2,F,40, High,1417,5
82,2,F,40, Low,638,12
82,2,F,80, High,235,2
82,2,F,80, Low,104,2
82,2,F,125, High,55,0
82,2,F,125, Low,17,0
82,1,M,40, High,388,0
82,1,M,40, Low,1619,1
82,1,M,80, High,80,0
82,1,M,80, Low,300,0
82,1,M,125, High,14,0
82,1,M,125, Low,67,0
82,1,F,40, High,440,0
82,1,F,40, Low,1621,2
82,1,F,80, High,69,0
82,1,F,80, Low,312,0
82,1,F,125, High,14,0
82,1,F,125, Low,76,0
83,2,M,40, High,1450,6
83,2,M,40, Low,630,19
83,2,M,80, High,280,1
83,2,M,80, Low,105,6
83,2,M,125, High,37,1
83,2,M,125, Low,32,1
83,2,F,40, High,1417,6
83,2,F,40, Low,638,12
83,2,F,80, High,235,1
83,2,F,80, Low,104,3
83,2,F,125, High,55,0
83,2,F,125, Low,17,0
83,1,M,40, High,388,0
83,1,M,40, Low,1619,0
83,1,M,80, High,80,0
83,1,M,80, Low,300,0
83,1,M,125, High,14,0
83,1,M,125, Low,67,0
83,1,F,40, High,440,0
83,1,F,40, Low,1621,2
83,1,F,80, High,69,0
83,1,F,80, Low,312,1
83,1,F,125, High,14,0
83,1,F,125, Low,76,0
84,2,M,40, High,1450,6
84,2,M,40, Low,630,26
84,2,M,80, High,280,2
84,2,M,80, Low,105,8
84,2,M,125, High,37,0
84,2,M,125, Low,32,2
84,2,F,40, High,1417,10
84,2,F,40, Low,638,18
84,2,F,80, High,235,1
84,2,F,80, Low,104,3
84,2,F,125, High,55,0
84,2,F,125, Low,17,0
84,1,M,40, High,388,0
84,1,M,40, Low,1619,0
84,1,M,80, High,80,0
84,1,M,80, Low,300,0
84,1,M,125, High,14,0
84,1,M,125, Low,67,0
84,1,F,40, High,440,0
84,1,F,40, Low,1621,2
84,1,F,80, High,69,0
84,1,F,80, Low,312,1
84,1,F,125, High,14,0
84,1,F,125, Low,76,0
85,2,M,40, High,1450,5
85,2,M,40, Low,630,28
85,2,M,80, High,280,3
85,2,M,80, Low,105,6
85,2,M,125, High,37,0
85,2,M,125, Low,32,2
85,2,F,40, High,1417,11
85,2,F,40, Low,638,25
85,2,F,80, High,235,0
85,2,F,80, Low,104,4
85,2,F,125, High,55,0
85,2,F,125, Low,17,1
85,1,M,40, High,388,0
85,1,M,40, Low,1619,1
85,1,M,80, High,80,0
85,1,M,80, Low,300,0
85,1,M,125, High,14,0
85,1,M,125, Low,67,0
85,1,F,40, High,440,0
85,1,F,40, Low,1621,1
85,1,F,80, High,69,0
85,1,F,80, Low,312,0
85,1,F,125, High,14,0
85,1,F,125, Low,76,0
86,2,M,40, High,1450,10
86,2,M,40, Low,630,31
86,2,M,80, High,280,1
86,2,M,80, Low,105,6
86,2,M,125, High,37,0
86,2,M,125, Low,32,3
86,2,F,40, High,1417,7
86,2,F,40, Low,638,33
86,2,F,80, High,235,0
86,2,F,80, Low,104,5
86,2,F,125, High,55,0
86,2,F,125, Low,17,1
86,1,M,40, High,388,0
86,1,M,40, Low,1619,1
86,1,M,80, High,80,0
86,1,M,80, Low,300,0
86,1,M,125, High,14,0
86,1,M,125, Low,67,0
86,1,F,40, High,440,0
86,1,F,40, Low,1621,1
86,1,F,80, High,69,0
86,1,F,80, Low,312,0
86,1,F,125, High,14,0
86,1,F,125, Low,76,0
87,2,M,40, High,1450,11
87,2,M,40, Low,630,38
87,2,M,80, High,280,1
87,2,M,80, Low,105,6
87,2,M,125, High,37,0
87,2,M,125, Low,32,3
87,2,F,40, High,1417,8
87,2,F,40, Low,638,39
87,2,F,80, High,235,0
87,2,F,80, Low,104,8
87,2,F,125, High,55,0
87,2,F,125, Low,17,2
87,1,M,40, High,388,0
87,1,M,40, Low,1619,2
87,1,M,80, High,80,0
87,1,M,80, Low,300,0
87,1,M,125, High,14,0
87,1,M,125, Low,67,0
87,1,F,40, High,440,0
87,1,F,40, Low,1621,1
87,1,F,80, High,69,0
87,1,F,80, Low,312,0
87,1,F,125, High,14,0
87,1,F,125, Low,76,0
88,2,M,40, High,1450,14
88,2,M,40, Low,630,54
88,2,M,80, High,280,1
88,2,M,80, Low,105,7
88,2,M,125, High,37,0
88,2,M,125, Low,32,2
88,2,F,40, High,1417,12
88,2,F,40, Low,638,51
88,2,F,80, High,235,1
88,2,F,80, Low,104,8
88,2,F,125, High,55,0
88,2,F,125, Low,17,1
88,1,M,40, High,388,0
88,1,M,40, Low,1619,1
88,1,M,80, High,80,0
88,1,M,80, Low,300,0
88,1,M,125, High,14,0
88,1,M,125, Low,67,0
88,1,F,40, High,440,0
88,1,F,40, Low,1621,1
88,1,F,80, High,69,0
88,1,F,80, Low,312,0
88,1,F,125, High,14,0
88,1,F,125, Low,76,0
89,2,M,40, High,1450,21
89,2,M,40, Low,630,59
89,2,M,80, High,280,1
89,2,M,80, Low,105,8
89,2,M,125, High,37,0
89,2,M,125, Low,32,4
89,2,F,40, High,1417,15
89,2,F,40, Low,638,58
89,2,F,80, High,235,3
89,2,F,80, Low,104,14
89,2,F,125, High,55,0
89,2,F,125, Low,17,1
89,1,M,40, High,388,0
89,1,M,40, Low,1619,1
89,1,M,80, High,80,0
89,1,M,80, Low,300,0
89,1,M,125, High,14,0
89,1,M,125, Low,67,0
89,1,F,40, High,440,0
89,1,F,40, Low,1621,2
89,1,F,80, High,69,0
89,1,F,80, Low,312,0
89,1,F,125, High,14,0
89,1,F,125, Low,76,0
90,2,M,40, High,1450,23
90,2,M,40, Low,630,84
90,2,M,80, High,280,2
90,2,M,80, Low,105,13
90,2,M,125, High,37,0
90,2,M,125, Low,32,4
90,2,F,40, High,1417,19
90,2,F,40, Low,638,76
90,2,F,80, High,235,4
90,2,F,80, Low,104,16
90,2,F,125, High,55,0
90,2,F,125, Low,17,2
90,1,M,40, High,388,0
90,1,M,40, Low,1619,0
90,1,M,80, High,80,0
90,1,M,80, Low,300,0
90,1,M,125, High,14,0
90,1,M,125, Low,67,0
90,1,F,40, High,440,0
90,1,F,40, Low,1621,2
90,1,F,80, High,69,0
90,1,F,80, Low,312,0
90,1,F,125, High,14,0
90,1,F,125, Low,76,0
91,2,M,40, High,1450,28
91,2,M,40, Low,630,95
91,2,M,80, High,280,4
91,2,M,80, Low,105,16
91,2,M,125, High,37,0
91,2,M,125, Low,32,5
91,2,F,40, High,1417,23
91,2,F,40, Low,638,100
91,2,F,80, High,235,4
91,2,F,80, Low,104,18
91,2,F,125, High,55,0
91,2,F,125, Low,17,1
91,1,M,40, High,388,0
91,1,M,40, Low,1619,0
91,1,M,80, High,80,0
91,1,M,80, Low,300,0
91,1,M,125, High,14,0
91,1,M,125, Low,67,0
91,1,F,40, High,440,0
91,1,F,40, Low,1621,2
91,1,F,80, High,69,0
91,1,F,80, Low,312,0
91,1,F,125, High,14,0
91,1,F,125, Low,76,0
92,2,M,40, High,1450,39
92,2,M,40, Low,630,102
92,2,M,80, High,280,8
92,2,M,80, Low,105,18
92,2,M,125, High,37,0
92,2,M,125, Low,32,6
92,2,F,40, High,1417,30
92,2,F,40, Low,638,111
92,2,F,80, High,235,3
92,2,F,80, Low,104,19
92,2,F,125, High,55,0
92,2,F,125, Low,17,1
92,1,M,40, High,388,0
92,1,M,40, Low,1619,0
92,1,M,80, High,80,0
92,1,M,80, Low,300,0
92,1,M,125, High,14,0
92,1,M,125, Low,67,0
92,1,F,40, High,440,0
92,1,F,40, Low,1621,1
92,1,F,80, High,69,0
92,1,F,80, Low,312,0
92,1,F,125, High,14,0
92,1,F,125, Low,76,0
93,2,M,40, High,1450,47
93,2,M,40, Low,630,117
93,2,M,80, High,280,11
93,2,M,80, Low,105,19
93,2,M,125, High,37,0
93,2,M,125, Low,32,8
93,2,F,40, High,1417,35
93,2,F,40, Low,638,120
93,2,F,80, High,235,5
93,2,F,80, Low,104,28
93,2,F,125, High,55,0
93,2,F,125, Low,17,0
93,1,M,40, High,388,0
93,1,M,40, Low,1619,0
93,1,M,80, High,80,0
93,1,M,80, Low,300,0
93,1,M,125, High,14,0
93,1,M,125, Low,67,0
93,1,F,40, High,440,0
93,1,F,40, Low,1621,1
93,1,F,80, High,69,0
93,1,F,80, Low,312,0
93,1,F,125, High,14,0
93,1,F,125, Low,76,0
94,2,M,40, High,1450,46
94,2,M,40, Low,630,112
94,2,M,80, High,280,13
94,2,M,80, Low,105,15
94,2,M,125, High,37,0
94,2,M,125, Low,32,7
94,2,F,40, High,1417,39
94,2,F,40, Low,638,143
94,2,F,80, High,235,4
94,2,F,80, Low,103,32
94,2,F,125, High,55,0
94,2,F,125, Low,18,1
94,1,M,40, High,388,0
94,1,M,40, Low,1619,0
94,1,M,80, High,80,0
94,1,M,80, Low,300,0
94,1,M,125, High,14,0
94,1,M,125, Low,67,0
94,1,F,40, High,440,0
94,1,F,40, Low,1621,0
94,1,F,80, High,69,0
94,1,F,80, Low,312,0
94,1,F,125, High,14,0
94,1,F,125, Low,76,0
95,2,M,40, High,1450,55
95,2,M,40, Low,630,106
95,2,M,80, High,280,18
95,2,M,80, Low,105,14
95,2,M,125, High,37,0
95,2,M,125, Low,32,6
95,2,F,40, High,1417,49
95,2,F,40, Low,638,153
95,2,F,80, High,235,2
95,2,F,80, Low,103,36
95,2,F,125, High,55,1
95,2,F,125, Low,18,6
95,1,M,40, High,388,0
95,1,M,40, Low,1619,0
95,1,M,80, High,80,0
95,1,M,80, Low,300,0
95,1,M,125, High,14,0
95,1,M,125, Low,67,0
95,1,F,40, High,440,0
95,1,F,40, Low,1621,0
95,1,F,80, High,69,0
95,1,F,80, Low,312,0
95,1,F,125, High,14,0
95,1,F,125, Low,76,0
96,2,M,40, High,1450,61
96,2,M,40, Low,630,126
96,2,M,80, High,280,14
96,2,M,80, Low,105,18
96,2,M,125, High,37,1
96,2,M,125, Low,32,6
96,2,F,40, High,1417,59
96,2,F,40, Low,638,160
96,2,F,80, High,235,6
96,2,F,80, Low,103,33
96,2,F,125, High,55,2
96,2,F,125, Low,18,6
96,1,M,40, High,388,0
96,1,M,40, Low,1619,0
96,1,M,80, High,80,0
96,1,M,80, Low,300,0
96,1,M,125, High,14,0
96,1,M,125, Low,67,0
96,1,F,40, High,440,0
96,1,F,40, Low,1621,0
96,1,F,80, High,69,0
96,1,F,80, Low,312,0
96,1,F,125, High,14,0
96,1,F,125, Low,76,0
97,2,M,40, High,1450,64
97,2,M,40, Low,630,126
97,2,M,80, High,280,11
97,2,M,80, Low,105,15
97,2,M,125, High,37,1
97,2,M,125, Low,32,4
97,2,F,40, High,1417,56
97,2,F,40, Low,638,156
97,2,F,80, High,235,10
97,2,F,80, Low,103,29
97,2,F,125, High,55,2
97,2,F,125, Low,18,6
97,1,M,40, High,388,0
97,1,M,40, Low,1619,0
97,1,M,80, High,80,0
97,1,M,80, Low,300,0
97,1,M,125, High,14,0
97,1,M,125, Low,67,0
97,1,F,40, High,440,0
97,1,F,40, Low,1621,0
97,1,F,80, High,69,0
97,1,F,80, Low,312,0
97,1,F,125, High,14,0
97,1,F,125, Low,76,0
98,2,M,40, High,1450,72
98,2,M,40, Low,630,106
98,2,M,80, High,280,7
98,2,M,80, Low,105,18
98,2,M,125, High,37,1
98,2,M,125, Low,32,3
98,2,F,40, High,1417,61
98,2,F,40, Low,638,142
98,2,F,80, High,235,9
98,2,F,80, Low,103,23
98,2,F,125, High,55,2
98,2,F,125, Low,18,5
98,1,M,40, High,388,0
98,1,M,40, Low,1619,0
98,1,M,80, High,80,0
98,1,M,80, Low,300,0
98,1,M,125, High,14,0
98,1,M,125, Low,67,0
98,1,F,40, High,440,0
98,1,F,40, Low,1621,0
98,1,F,80, High,69,0
98,1,F,80, Low,312,0
98,1,F,125, High,14,0
98,1,F,125, Low,76,0
99,2,M,40, High,1450,70
99,2,M,40, Low,630,100
99,2,M,80, High,280,13
99,2,M,80, Low,105,15
99,2,M,125, High,37,1
99,2,M,125, Low,32,4
99,2,F,40, High,1417,68
99,2,F,40, Low,638,114
99,2,F,80, High,235,11
99,2,F,80, Low,103,23
99,2,F,125, High,55,5
99,2,F,125, Low,18,3
99,1,M,40, High,388,0
99,1,M,40, Low,1619,0
99,1,M,80, High,80,0
99,1,M,80, Low,300,0
99,1,M,125, High,14,0
99,1,M,125, Low,67,0
99,1,F,40, High,440,0
99,1,F,40, Low,1621,0
99,1,F,80, High,69,0
99,1,F,80, Low,312,0
99,1,F,125, High,14,0
99,1,F,125, Low,76,0
100,2,M,40, High,1450,73
100,2,M,40, Low,630,77
100,2,M,80, High,280,13
100,2,M,80, Low,104,10
100,2,M,125, High,37,2
100,2,M,125, Low,33,2
100,2,F,40, High,1417,55
100,2,F,40, Low,638,101
100,2,F,80, High,235,14
100,2,F,80, Low,103,16
100,2,F,125, High,55,6
100,2,F,125, Low,18,4
100,1,M,40, High,388,0
100,1,M,40, Low,1618,0
100,1,M,80, High,80,0
100,1,M,80, Low,301,0
100,1,M,125, High,14,0
100,1,M,125, Low,67,0
100,1,F,40, High,440,0
100,1,F,40, Low,1620,0
100,1,F,80, High,69,0
100,1,F,80, Low,313,0
100,1,F,125, High,14,0
100,1,F,125, Low,76,0
101,2,M,40, High,1450,70
101,2,M,40, Low,630,74
101,2,M,80, High,280,13
101,2,M,80, Low,104,8
101,2,M,125, High,37,2
101,2,M,125, Low,33,4
101,2,F,40, High,1417,66
101,2,F,40, Low,638,85
101,2,F,80, High,235,13
101,2,F,80, Low,103,13
101,2,F,125, High,55,7
101,2,F,125, Low,18,2
101,1,M,40, High,388,0
101,1,M,40, Low,1618,0
101,1,M,80, High,80,0
101,1,M,80, Low,301,0
101,1,M,125, High,14,0
101,1,M,125, Low,67,0
101,1,F,40, High,440,0
101,1,F,40, Low,1620,0
101,1,F,80, High,69,0
101,1,F,80, Low,313,0
101,1,F,125, High,14,0
101,1,F,125, Low,76,0
102,2,M,40, High,1450,63
102,2,M,40, Low,630,61
102,2,M,80, High,280,12
102,2,M,80, Low,104,6
102,2,M,125, High,37,2
102,2,M,125, Low,33,4
102,2,F,40, High,1417,57
102,2,F,40, Low,638,65
102,2,F,80, High,235,12
102,2,F,80, Low,103,7
102,2,F,125, High,55,5
102,2,F,125, Low,18,2
102,1,M,40, High,388,0
102,1,M,40, Low,1618,0
102,1,M,80, High,80,0
102,1,M,80, Low,301,0
102,1,M,125, High,14,0
102,1,M,125, Low,67,0
102,1,F,40, High,440,0
102,1,F,40, Low,1620,0
102,1,F,80, High,69,0
102,1,F,80, Low,313,0
102,1,F,125, High,14,0
102,1,F,125, Low,76,0
103,2,M,40, High,1450,46
103,2,M,40, Low,630,39
103,2,M,80, High,280,6
103,2,M,80, Low,104,7
103,2,M,125, High,37,0
103,2,M,125, Low,33,4
103,2,F,40, High,1417,53
103,2,F,40, Low,638,52
103,2,F,80, High,235,8
103,2,F,80, Low,103,2
103,2,F,125, High,55,3
103,2,F,125, Low,18,1
103,1,M,40, High,388,0
103,1,M,40, Low,1618,0
103,1,M,80, High,80,0
103,1,M,80, Low,301,0
103,1,M,125, High,14,0
103,1,M,125, Low,67,0
103,1,F,40, High,440,0
103,1,F,40, Low,1620,0
103,1,F,80, High,69,0
103,1,F,80, Low,313,0
103,1,F,125, High,14,0
103,1,F,125, Low,76,0
104,2,M,40, High,1450,40
104,2,M,40, Low,630,35
104,2,M,80, High,280,10
104,2,M,80, Low,104,4
104,2,M,125, High,37,0
104,2,M,125, Low,33,1
104,2,F,40, High,1417,49
104,2,F,40, Low,638,38
104,2,F,80, High,235,6
104,2,F,80, Low,103,3
104,2,F,125, High,55,6
104,2,F,125, Low,18,1
104,1,M,40, High,388,0
104,1,M,40, Low,1618,0
104,1,M,80, High,80,0
104,1,M,80, Low,301,0
104,1,M,125, High,14,0
104,1,M,125, Low,67,0
104,1,F,40, High,440,0
104,1,F,40, Low,1620,0
104,1,F,80, High,69,0
104,1,F,80, Low,313,0
104,1,F,125, High,14,0
104,1,F,125, Low,76,0
105,2,M,40, High,1450,35
105,2,M,40, Low,630,19
105,2,M,80, High,280,10
105,2,M,80, Low,104,4
105,2,M,125, High,37,1
105,2,M,125, Low,33,0
105,2,F,40, High,1417,38
105,2,F,40, Low,638,32
105,2,F,80, High,235,5
105,2,F,80, Low,103,2
105,2,F,125, High,55,6
105,2,F,125, Low,18,1
105,1,M,40, High,388,0
105,1,M,40, Low,1618,0
105,1,M,80, High,80,0
105,1,M,80, Low,301,0
105,1,M,125, High,14,0
105,1,M,125, Low,67,0
105,1,F,40, High,440,0
105,1,F,40, Low,1620,0
105,1,F,80, High,69,0
105,1,F,80, Low,313,0
105,1,F,125, High,14,0
105,1,F,125, Low,76,0
106,2,M,40, High,1450,23
106,2,M,40, Low,630,17
106,2,M,80, High,280,6
106,2,M,80, Low,104,3
106,2,M,125, High,37,0
106,2,M,125, Low,33,0
106,2,F,40, High,1417,33
106,2,F,40, Low,638,24
106,2,F,80, High,235,2
106,2,F,80, Low,103,1
106,2,F,125, High,55,4
106,2,F,125, Low,18,0
106,1,M,40, High,388,0
106,1,M,40, Low,1618,0
106,1,M,80, High,80,0
106,1,M,80, Low,301,0
106,1,M,125, High,14,0
106,1,M,125, Low,67,0
106,1,F,40, High,440,0
106,1,F,40, Low,1620,0
106,1,F,80, High,69,0
106,1,F,80, Low,313,0
106,1,F,125, High,14,0
106,1,F,125, Low,76,0
107,2,M,40, High,1450,18
107,2,M,40, Low,630,12
107,2,M,80, High,280,7
107,2,M,80, Low,104,1
107,2,M,125, High,37,0
107,2,M,125, Low,33,0
107,2,F,40, High,1417,28
107,2,F,40, Low,638,19
107,2,F,80, High,235,2
107,2,F,80, Low,103,1
107,2,F,125, High,55,1
107,2,F,125, Low,18,0
107,1,M,40, High,388,0
107,1,M,40, Low,1618,0
107,1,M,80, High,80,0
107,1,M,80, Low,301,0
107,1,M,125, High,14,0
107,1,M,125, Low,67,0
107,1,F,40, High,440,0
107,1,F,40, Low,1620,0
107,1,F,80, High,69,0
107,1,F,80, Low,313,0
107,1,F,125, High,14,0
107,1,F,125, Low,76,0
108,2,M,40, High,1450,15
108,2,M,40, Low,630,11
108,2,M,80, High,280,6
108,2,M,80, Low,104,1
108,2,M,125, High,37,0
108,2,M,125, Low,33,0
108,2,F,40, High,1417,20
108,2,F,40, Low,638,14
108,2,F,80, High,235,2
108,2,F,80, Low,103,1
108,2,F,125, High,55,1
108,2,F,125, Low,18,0
108,1,M,40, High,387,0
108,1,M,40, Low,1618,0
108,1,M,80, High,81,0
108,1,M,80, Low,301,0
108,1,M,125, High,14,0
108,1,M,125, Low,67,0
108,1,F,40, High,440,0
108,1,F,40, Low,1620,0
108,1,F,80, High,69,0
108,1,F,80, Low,313,0
108,1,F,125, High,14,0
108,1,F,125, Low,76,0
109,2,M,40, High,1450,15
109,2,M,40, Low,630,8
109,2,M,80, High,280,4
109,2,M,80, Low,104,1
109,2,M,125, High,37,2
109,2,M,125, Low,33,0
109,2,F,40, High,1417,10
109,2,F,40, Low,638,10
109,2,F,80, High,235,3
109,2,F,80, Low,103,0
109,2,F,125, High,55,1
109,2,F,125, Low,18,0
109,1,M,40, High,387,0
109,1,M,40, Low,1618,0
109,1,M,80, High,81,0
109,1,M,80, Low,301,0
109,1,M,125, High,14,0
109,1,M,125, Low,67,0
109,1,F,40, High,440,0
109,1,F,40, Low,1620,0
109,1,F,80, High,69,0
109,1,F,80, Low,313,0
109,1,F,125, High,14,0
109,1,F,125, Low,76,0
110,2,M,40, High,1450,13
110,2,M,40, Low,629,10
110,2,M,80, High,280,0
110,2,M,80, Low,105,0
110,2,M,125, High,37,1
110,2,M,125, Low,33,1
110,2,F,40, High,1417,7
110,2,F,40, Low,638,7
110,2,F,80, High,235,4
110,2,F,80, Low,103,1
110,2,F,125, High,55,1
110,2,F,125, Low,18,0
110,1,M,40, High,387,0
110,1,M,40, Low,1618,0
110,1,M,80, High,81,0
110,1,M,80, Low,301,0
110,1,M,125, High,14,0
110,1,M,125, Low,67,0
110,1,F,40, High,440,0
110,1,F,40, Low,1620,0
110,1,F,80, High,69,0
110,1,F,80, Low,313,0
110,1,F,125, High,14,0
110,1,F,125, Low,76,0
111,2,M,40, High,1450,9
111,2,M,40, Low,629,10
111,2,M,80, High,280,0
111,2,M,80, Low,105,0
111,2,M,125, High,37,1
111,2,M,125, Low,33,1
111,2,F,40, High,1417,8
111,2,F,40, Low,638,3
111,2,F,80, High,235,2
111,2,F,80, Low,103,1
111,2,F,125, High,55,1
111,2,F,125, Low,18,0
111,1,M,40, High,387,0
111,1,M,40, Low,1618,0
111,1,M,80, High,81,0
111,1,M,80, Low,301,0
111,1,M,125, High,14,0
111,1,M,125, Low,67,0
111,1,F,40, High,440,0
111,1,F,40, Low,1620,0
111,1,F,80, High,69,0
111,1,F,80, Low,313,0
111,1,F,125, High,14,0
111,1,F,125, Low,76,0
112,2,M,40, High,1450,7
112,2,M,40, Low,629,9
112,2,M,80, High,280,0
112,2,M,80, Low,105,0
112,2,M,125, High,37,1
112,2,M,125, Low,33,1
112,2,F,40, High,1417,5
112,2,F,40, Low,638,2
112,2,F,80, High,235,2
112,2,F,80, Low,103,2
112,2,F,125, High,55,1
112,2,F,125, Low,18,0
112,1,M,40, High,387,0
112,1,M,40, Low,1618,0
112,1,M,80, High,81,0
112,1,M,80, Low,301,0
112,1,M,125, High,14,0
112,1,M,125, Low,67,0
112,1,F,40, High,440,0
112,1,F,40, Low,1620,0
112,1,F,80, High,69,0
112,1,F,80, Low,313,0
112,1,F,125, High,14,0
112,1,F,125, Low,76,0
113,2,M,40, High,1450,8
113,2,M,40, Low,629,2
113,2,M,80, High,280,0
113,2,M,80, Low,105,0
113,2,M,125, High,37,0
113,2,M,125, Low,33,1
113,2,F,40, High,1417,6
113,2,F,40, Low,637,3
113,2,F,80, High,235,2
113,2,F,80, Low,104,2
113,2,F,125, High,55,1
113,2,F,125, Low,18,0
113,1,M,40, High,387,0
113,1,M,40, Low,1618,0
113,1,M,80, High,81,0
113,1,M,80, Low,301,0
113,1,M,125, High,14,0
113,1,M,125, Low,67,0
113,1,F,40, High,440,0
113,1,F,40, Low,1620,0
113,1,F,80, High,69,0
113,1,F,80, Low,313,0
113,1,F,125, High,14,0
113,1,F,125, Low,76,0
114,2,M,40, High,1450,6
114,2,M,40, Low,629,3
114,2,M,80, High,280,0
114,2,M,80, Low,105,0
114,2,M,125, High,37,0
114,2,M,125, Low,33,1
114,2,F,40, High,1417,6
114,2,F,40, Low,637,3
114,2,F,80, High,235,0
114,2,F,80, Low,104,2
114,2,F,125, High,55,0
114,2,F,125, Low,18,0
114,1,M,40, High,387,0
114,1,M,40, Low,1618,0
114,1,M,80, High,81,0
114,1,M,80, Low,301,0
114,1,M,125, High,14,0
114,1,M,125, Low,67,0
114,1,F,40, High,440,0
114,1,F,40, Low,1620,0
114,1,F,80, High,69,0
114,1,F,80, Low,313,0
114,1,F,125, High,14,0
114,1,F,125, Low,76,0
115,2,M,40, High,1450,7
115,2,M,40, Low,629,4
115,2,M,80, High,280,0
115,2,M,80, Low,105,0
115,2,M,125, High,37,0
115,2,M,125, Low,33,0
115,2,F,40, High,1417,5
115,2,F,40, Low,637,2
115,2,F,80, High,235,0
115,2,F,80, Low,104,2
115,2,F,125, High,55,0
115,2,F,125, Low,18,0
115,1,M,40, High,387,0
115,1,M,40, Low,1618,0
115,1,M,80, High,81,0
115,1,M,80, Low,301,0
115,1,M,125, High,14,0
115,1,M,125, Low,67,0
115,1,F,40, High,440,0
115,1,F,40, Low,1620,0
115,1,F,80, High,69,0
115,1,F,80, Low,313,0
115,1,F,125, High,14,0
115,1,F,125, Low,76,0
116,2,M,40, High,1450,7
116,2,M,40, Low,629,3
116,2,M,80, High,280,0
116,2,M,80, Low,105,0
116,2,M,125, High,37,0
116,2,M,125, Low,33,0
116,2,F,40, High,1417,6
116,2,F,40, Low,637,2
116,2,F,80, High,235,0
116,2,F,80, Low,104,2
116,2,F,125, High,55,0
116,2,F,125, Low,18,0
116,1,M,40, High,387,0
116,1,M,40, Low,1618,0
116,1,M,80, High,81,0
116,1,M,80, Low,301,0
116,1,M,125, High,14,0
116,1,M,125, Low,67,0
116,1,F,40, High,440,0
116,1,F,40, Low,1620,0
116,1,F,80, High,69,0
116,1,F,80, Low,313,0
116,1,F,125, High,14,0
116,1,F,125, Low,76,0
117,2,M,40, High,1450,6
117,2,M,40, Low,629,4
117,2,M,80, High,280,0
117,2,M,80, Low,105,0
117,2,M,125, High,37,0
117,2,M,125, Low,33,0
117,2,F,40, High,1417,5
117,2,F,40, Low,637,2
117,2,F,80, High,235,0
117,2,F,80, Low,104,1
117,2,F,125, High,55,0
117,2,F,125, Low,18,0
117,1,M,40, High,387,0
117,1,M,40, Low,1618,0
117,1,M,80, High,81,0
117,1,M,80, Low,301,0
117,1,M,125, High,14,0
117,1,M,125, Low,67,0
117,1,F,40, High,440,0
117,1,F,40, Low,1620,0
117,1,F,80, High,69,0
117,1,F,80, Low,313,0
117,1,F,125, High,14,0
117,1,F,125, Low,76,0
118,2,M,40, High,1450,8
118,2,M,40, Low,629,3
118,2,M,80, High,280,0
118,2,M,80, Low,105,0
118,2,M,125, High,37,0
118,2,M,125, Low,33,0
118,2,F,40, High,1416,7
118,2,F,40, Low,637,1
118,2,F,80, High,236,0
118,2,F,80, Low,104,1
118,2,F,125, High,55,0
118,2,F,125, Low,18,0
118,1,M,40, High,387,0
118,1,M,40, Low,1617,0
118,1,M,80, High,81,0
118,1,M,80, Low,302,0
118,1,M,125, High,14,0
118,1,M,125, Low,67,0
118,1,F,40, High,440,0
